NAME,TEAM,ORPM,DRPM,RPM,WINS,Season,SEASON_ID,PLAYER_ID
Dejounte Murray,SA,-3.09,3.04,-0.05,1.67,18,22018,80.0
Jose Calderon,CLE,-1.32,1.27,-0.05,0.93,18,22018,349.0
Ryan Anderson,HOU,0.78,-0.84,-0.06,1.76,18,22018,168.0
Raymond Felton,OKC,-2.67,2.6,-0.07,1.22,18,22018,402.0
Brandan Wright,MEM/HOU,-2.01,1.93,-0.08,0.36,18,22018,324.0
Rodney Hood,UTAH/CLE,0.21,-0.29,-0.08,1.5,18,22018,185.0
Bruno Caboclo,TOR/SAC,-1.6,1.51,-0.1,0.1,18,22018,627.0
Jeff Green,CLE,-1.12,1.02,-0.1,1.57,18,22018,413.0
Tyler Johnson,MIA,0.12,-0.24,-0.11,2.0,18,22018,171.0
Cedi Osman,CLE,0.03,-0.15,-0.12,0.59,18,22018,544.0
Nemanja Bjelica,MIN,-0.45,0.31,-0.14,1.28,18,22018,218.0
Norman Powell,TOR,0.44,-0.58,-0.14,0.99,18,22018,286.0
E'Twaun Moore,NO,0.69,-0.85,-0.17,2.5,18,22018,426.0
Andrew Wiggins,MIN,-0.43,0.26,-0.17,2.74,18,22018,153.0
Justin Holiday,CHI,-0.07,-0.15,-0.22,2.09,18,22018,205.0
Taj Gibson,MIN,-0.38,0.16,-0.23,2.41,18,22018,195.0
Treveon Graham,CHA,-2.12,1.89,-0.23,0.83,18,22018,561.0
Cody Zeller,CHA,-0.74,0.5,-0.24,0.53,18,22018,287.0
Jeff Teague,MIN,1.24,-1.51,-0.26,1.98,18,22018,111.0
Mason Plumlee,DEN,-0.84,0.57,-0.27,1.26,18,22018,338.0
D.J. Augustin,ORL,0.62,-0.91,-0.29,1.51,18,22018,344.0
Rudy Gay,SA,-1.27,0.98,-0.29,0.97,18,22018,100.0
Rajon Rondo,NO,2.97,-3.26,-0.3,1.57,18,22018,346.0
Henry Ellenson,DET,-1.51,1.21,-0.3,0.25,18,22018,864.0
Kent Bazemore,ATL,0.37,-0.67,-0.3,1.51,18,22018,262.0
Aron Baynes,BOS,-2.77,2.46,-0.31,1.21,18,22018,332.0
Nikola Vucevic,ORL,1.68,-1.99,-0.32,1.46,18,22018,32.0
Glenn Robinson III,IND,-1.48,1.15,-0.33,0.27,18,22018,567.0
Jamel Artis,ORL,-2.24,1.9,-0.34,0.21,18,22018,1280.0
DeMar DeRozan,TOR,1.18,-1.52,-0.34,2.22,18,22018,78.0
Quincy Acy,BKN,-1.8,1.43,-0.37,0.95,18,22018,549.0
Dorian Finney-Smith,DAL,-1.85,1.47,-0.38,0.34,18,22018,201.0
Mario Hezonja,ORL,-0.54,0.16,-0.38,1.26,18,22018,455.0
Omri Casspi,GS,-1.6,1.21,-0.39,0.56,18,22018,340.0
Chinanu Onuaku,HOU,-1.23,0.81,-0.42,0.02,18,22018,1126.0
Ante Zizic,CLE,-0.45,0.03,-0.43,0.14,18,22018,744.0
Clint Capela,HOU,0.29,-0.72,-0.43,1.54,18,22018,56.0
Salah Mejri,DAL,-1.77,1.34,-0.43,0.52,18,22018,515.0
Brice Johnson,LAC/MEM,-1.7,1.27,-0.43,0.06,18,22018,811.0
Kris Dunn,CHI,0.39,-0.84,-0.46,1.14,18,22018,313.0
Bobby Brown,HOU,-0.48,0.02,-0.46,0.08,18,22018,1160.0
Lucas Nogueira,TOR,-1.86,1.36,-0.49,0.27,18,22018,433.0
Brook Lopez,LAL,2.16,-2.66,-0.5,1.33,18,22018,99.0
Ish Smith,DET,-0.96,0.45,-0.51,1.36,18,22018,245.0
Alex Abrines,OKC,-0.6,0.08,-0.51,0.74,18,22018,493.0
Larry Nance Jr.,LAL/CLE,-1.12,0.61,-0.52,0.97,18,22018,220.0
Patrick Beverley,LAC,-0.43,-0.09,-0.52,0.22,18,22018,84.0
JaKarr Sampson,SAC,-4.01,3.47,-0.54,0.17,18,22018,618.0
Ricky Rubio,UTAH,-0.38,-0.18,-0.55,1.51,18,22018,55.0
Willie Reed,LAC/DET,-1.34,0.74,-0.59,0.27,18,22018,578.0
Okaro White,MIA,-1.59,0.97,-0.61,0.05,18,22018,965.0
Johnny O'Bryant III,CHA,-2.27,1.63,-0.63,0.22,18,22018,1220.0
Darius Miller,NO,-0.62,-0.02,-0.63,1.13,18,22018,434.0
Milos Teodosic,LAC,1.67,-2.31,-0.64,0.7,18,22018,646.0
Cory Joseph,IND,-2.36,1.71,-0.65,1.22,18,22018,207.0
Tim Frazier,WSH,-1.2,0.54,-0.66,0.47,18,22018,569.0
Guerschon Yabusele,BOS,-1.81,1.15,-0.66,0.11,18,22018,773.0
Reggie Jackson,DET,0.04,-0.71,-0.67,0.68,18,22018,160.0
DeMarcus Cousins,NO,1.2,-1.89,-0.69,1.0,18,22018,36.0
Zaza Pachulia,GS,0.58,-1.29,-0.71,0.58,18,22018,194.0
Jason Terry,MIL,-1.27,0.54,-0.73,0.4,18,22018,341.0
Serge Ibaka,TOR,0.08,-0.81,-0.73,1.16,18,22018,105.0
Al-Farouq Aminu,POR,-0.94,0.16,-0.79,1.03,18,22018,190.0
Maurice Harkless,POR,-2.07,1.26,-0.8,0.59,18,22018,278.0
Shaun Livingston,GS,-1.86,1.06,-0.81,0.52,18,22018,263.0
Wesley Matthews,DAL,-0.86,0.05,-0.81,0.98,18,22018,64.0
Brandon Paul,SA,-3.01,2.2,-0.81,0.23,18,22018,700.0
Justise Winslow,MIA,-2.57,1.75,-0.82,0.77,18,22018,368.0
Jerian Grant,CHI,-0.76,-0.06,-0.82,0.76,18,22018,384.0
Shane Larkin,BOS,-2.34,1.5,-0.84,0.31,18,22018,592.0
Jack Cooley,SAC,-1.67,0.83,-0.84,0.03,18,22018,723.0
Garrett Temple,SAC,-1.94,1.1,-0.85,0.69,18,22018,295.0
Sterling Brown,MIL,-2.17,1.32,-0.85,0.31,18,22018,686.0
Nicolas Batum,CHA,0.67,-1.52,-0.85,0.91,18,22018,75.0
Malcolm Delaney,ATL,-1.5,0.64,-0.87,0.43,18,22018,612.0
Luke Babbitt,ATL/MIA,-0.48,-0.4,-0.88,0.3,18,22018,510.0
Willie Cauley-Stein,SAC,-1.72,0.83,-0.89,0.85,18,22018,390.0
Nik Stauskas,PHI/BKN,-1.51,0.62,-0.89,0.21,18,22018,616.0
Courtney Lee,NY,-0.42,-0.48,-0.9,0.97,18,22018,231.0
Tim Hardaway Jr.,NY,0.34,-1.24,-0.9,0.79,18,22018,157.0
Isaiah Thomas,CLE/LAL,2.9,-3.8,-0.9,0.38,18,22018,40.0
Manu Ginobili,SA,-0.66,-0.25,-0.91,0.5,18,22018,101.0
Marcus Georges-Hunt,MIN,-2.06,1.15,-0.91,0.08,18,22018,1041.0
Julius Randle,LAL,0.63,-1.54,-0.91,0.9,18,22018,59.0
Quinn Cook,GS,0.05,-0.97,-0.92,0.3,18,22018,1125.0
Jerryd Bayless,PHI,-0.17,-0.76,-0.93,0.37,18,22018,483.0
Jeff Withey,DAL,-1.98,1.03,-0.95,0.01,18,22018,479.0
Jodie Meeks,WSH,0.97,-1.92,-0.95,0.4,18,22018,354.0
Myke Henry,MEM,-1.34,0.38,-0.95,0.13,18,22018,780.0
Stanley Johnson,DET,-1.69,0.73,-0.96,0.67,18,22018,511.0
Mike Muscala,ATL,-0.14,-0.84,-0.98,0.38,18,22018,376.0
John Holland,CLE,-1.31,0.32,-0.99,0.05,18,22018,978.0
Corey Brewer,LAL/OKC,-0.14,-0.86,-1.0,0.41,18,22018,179.0
Thomas Bryant,LAL,-1.76,0.75,-1.01,0.02,18,22018,547.0
Luol Deng,LAL,-1.52,0.51,-1.01,0.01,18,22018,147.0
Jusuf Nurkic,POR,-1.43,0.41,-1.02,0.7,18,22018,33.0
Johnathan Motley,DAL,-1.85,0.82,-1.02,0.05,18,22018,843.0
Bam Adebayo,MIA,-3.36,2.34,-1.03,0.39,18,22018,119.0
Andre Drummond,DET,0.36,-1.42,-1.06,0.8,18,22018,48.0
Jalen Jones,NO/DAL,-1.11,0.05,-1.06,0.05,18,22018,1135.0
Patrick Patterson,OKC,-3.35,2.28,-1.06,0.34,18,22018,193.0
Tyrone Wallace,LAC,-0.59,-0.48,-1.07,0.26,18,22018,761.0
Emeka Okafor,NO,-1.23,0.15,-1.08,0.12,18,22018,737.0
Kenneth Faried,DEN,-0.89,-0.18,-1.08,0.13,18,22018,303.0
Dillon Brooks,MEM,-1.48,0.4,-1.08,0.66,18,22018,335.0
Michael Kidd-Gilchrist,CHA,-1.61,0.47,-1.14,0.46,18,22018,143.0
Maxi Kleber,DAL,-1.54,0.38,-1.16,0.28,18,22018,304.0
Sindarius Thornwell,LAC,-2.85,1.7,-1.16,0.27,18,22018,525.0
Terrence Ross,ORL,-0.93,-0.24,-1.18,0.14,18,22018,237.0
Myles Turner,IND,-1.74,0.56,-1.18,0.39,18,22018,158.0
Chandler Parsons,MEM,0.19,-1.37,-1.18,0.15,18,22018,95.0
Frank Kaminsky,CHA,0.0,-1.19,-1.18,0.38,18,22018,536.0
Dwight Howard,CHA,-0.29,-0.9,-1.19,0.53,18,22018,135.0
Mangok Mathiang,CHA,-2.69,1.49,-1.21,0.0,18,22018,833.0
Marc Gasol,MEM,-1.3,0.1,-1.21,0.45,18,22018,45.0
Enes Freedom,NY,1.09,-2.3,-1.21,0.37,18,22018,591.0
Patty Mills,SA,0.19,-1.4,-1.21,0.39,18,22018,131.0
Mario Chalmers,MEM,-2.49,1.27,-1.21,0.26,18,22018,65.0
Davon Reed,PHX,-2.91,1.68,-1.23,0.04,18,22018,593.0
Josh Huestis,OKC,-4.12,2.89,-1.24,0.16,18,22018,719.0
Meyers Leonard,POR,-1.49,0.25,-1.24,0.04,18,22018,453.0
Jae Crowder,CLE/UTAH,-0.36,-0.91,-1.27,0.32,18,22018,116.0
Jake Layman,POR,-2.93,1.64,-1.29,0.02,18,22018,595.0
Austin Rivers,LAC,-0.24,-1.06,-1.31,0.26,18,22018,452.0
Devin Robinson,WSH,-2.45,1.13,-1.32,0.0,18,22018,742.0
Vince Carter,SAC,-1.64,0.32,-1.33,0.11,18,22018,137.0
Solomon Hill,NO,-1.16,-0.17,-1.33,0.02,18,22018,374.0
Frank Mason III,SAC,-2.19,0.84,-1.35,0.08,18,22018,676.0
Wayne Selden,MEM,-0.43,-0.93,-1.36,0.06,18,22018,1130.0
Marcin Gortat,WSH,-1.85,0.46,-1.39,0.15,18,22018,71.0
Justin Jackson,SAC,-1.08,-0.31,-1.39,0.1,18,22018,594.0
Alex Len,PHX,-0.04,-1.36,-1.4,0.08,18,22018,425.0
Tony Snell,MIL,-0.52,-0.88,-1.4,0.12,18,22018,396.0
Eric Moreland,DET,-2.47,1.07,-1.41,0.04,18,22018,614.0
Alfonzo McKinnie,TOR,-2.67,1.26,-1.41,0.0,18,22018,650.0
Joakim Noah,NY,-2.23,0.81,-1.42,0.0,18,22018,19.0
Markieff Morris,WSH,-0.83,-0.59,-1.42,0.09,18,22018,316.0
Lauri Markkanen,CHI,-0.15,-1.28,-1.43,0.09,18,22018,317.0
Malcolm Miller,TOR,-2.32,0.88,-1.44,0.0,18,22018,713.0
Derrick Walton Jr.,MIA,-2.25,0.79,-1.46,0.0,18,22018,775.0
Jawun Evans,LAC,-2.04,0.57,-1.46,0.02,18,22018,691.0
Tyler Dorsey,ATL,-0.49,-0.98,-1.47,0.02,18,22018,1013.0
Zach LaVine,CHI,0.9,-2.39,-1.49,0.0,18,22018,155.0
Tyler Ennis,LAL,-1.55,0.07,-1.49,0.0,18,22018,503.0
Domantas Sabonis,IND,-0.81,-0.68,-1.49,0.0,18,22018,77.0
Jabari Bird,BOS,-1.66,0.17,-1.49,0.0,18,22018,1158.0
Frank Ntilikina,NY,-3.65,2.15,-1.5,-0.01,18,22018,465.0
Pau Gasol,SA,-0.1,-1.41,-1.51,-0.03,18,22018,87.0
Ron Baker,NY,-1.41,-0.11,-1.51,-0.01,18,22018,563.0
Terrance Ferguson,OKC,-1.08,-0.44,-1.52,-0.02,18,22018,1178.0
Derrick White,SA,-2.71,1.18,-1.52,0.0,18,22018,66.0
Harrison Barnes,DAL,-2.12,0.58,-1.54,-0.09,18,22018,243.0
James Michael McAdoo,PHI,-2.17,0.61,-1.55,0.0,18,22018,834.0
Jamal Murray,DEN,0.83,-2.39,-1.56,-0.13,18,22018,146.0
Deyonta Davis,MEM,-1.19,-0.38,-1.57,-0.05,18,22018,824.0
Jameel Warney,DAL,-2.76,1.18,-1.57,0.0,18,22018,1049.0
Matthew Dellavedova,MIL,-1.45,-0.12,-1.57,-0.04,18,22018,253.0
Lorenzo Brown,TOR,-3.07,1.49,-1.58,-0.01,18,22018,722.0
Andrew Harrison,MEM,-1.83,0.24,-1.6,-0.1,18,22018,528.0
James Webb III,BKN,-3.08,1.47,-1.6,-0.01,18,22018,1204.0
Jacob Wiley,BKN,-3.18,1.57,-1.61,0.0,18,22018,821.0
Furkan Korkmaz,PHI,-1.99,0.37,-1.62,-0.01,18,22018,361.0
D'Angelo Russell,BKN,2.73,-4.35,-1.62,-0.12,18,22018,113.0
Lance Stephenson,IND,0.11,-1.75,-1.64,-0.18,18,22018,291.0
Derrick Rose,CLE/MIN,-0.59,-1.05,-1.64,-0.04,18,22018,228.0
Wilson Chandler,DEN,-0.92,-0.76,-1.68,-0.32,18,22018,242.0
Damien Wilkins,IND,-3.02,1.33,-1.69,-0.02,18,22018,1056.0
Kosta Koufos,SAC,-2.58,0.88,-1.7,-0.2,18,22018,408.0
DeAndre Jordan,LAC,0.18,-1.88,-1.7,-0.37,18,22018,29.0
Bogdan Bogdanovic,SAC,-0.41,-1.33,-1.74,-0.38,18,22018,215.0
Kevon Looney,GS,-2.33,0.56,-1.78,-0.18,18,22018,229.0
Isaiah Whitehead,BKN,-0.7,-1.11,-1.8,-0.03,18,22018,783.0
Caris LeVert,BKN,-0.01,-1.8,-1.81,-0.39,18,22018,339.0
Ben McLemore,MEM,-1.34,-0.47,-1.82,-0.24,18,22018,308.0
Tyler Zeller,BKN/MIL,-0.01,-1.82,-1.83,-0.27,18,22018,394.0
Larry Drew II,PHI/NO,-1.97,0.14,-1.84,-0.02,18,22018,1156.0
JaMychal Green,MEM,-1.31,-0.54,-1.84,-0.38,18,22018,342.0
Aaron Brooks,MIN,-2.47,0.61,-1.86,-0.04,18,22018,494.0
Tyson Chandler,PHX,-1.48,-0.38,-1.86,-0.3,18,22018,109.0
Jon Leuer,DET,-3.53,1.66,-1.87,-0.03,18,22018,446.0
Jameer Nelson,NO/DET,-0.97,-0.91,-1.88,-0.27,18,22018,541.0
Matt Williams Jr.,MIA,-2.89,1.0,-1.89,0.0,18,22018,921.0
Matt Costello,SA,-3.15,1.24,-1.91,-0.01,18,22018,907.0
Wade Baldwin IV,POR,-2.47,0.56,-1.91,-0.02,18,22018,791.0
Adreian Payne,ORL,-2.25,0.34,-1.91,-0.01,18,22018,1065.0
Tony Allen,NO,-1.0,-0.92,-1.92,-0.09,18,22018,126.0
Ed Davis,POR,-2.45,0.51,-1.94,-0.42,18,22018,209.0
Ryan Arcidiacono,CHI,-2.57,0.62,-1.94,-0.1,18,22018,407.0
James Young,PHI,-3.05,1.1,-1.95,-0.01,18,22018,925.0
Malachi Richardson,SAC/TOR,-2.94,0.96,-1.97,-0.09,18,22018,1102.0
Brandon Ingram,LAL,-0.67,-1.3,-1.98,-0.73,18,22018,236.0
Julyan Stone,CHA,-3.01,1.0,-2.01,-0.06,18,22018,693.0
Joffrey Lauvergne,SA,-1.41,-0.6,-2.01,-0.17,18,22018,1239.0
Dion Waiters,MIA,-1.9,-0.12,-2.02,-0.33,18,22018,283.0
Richard Jefferson,DEN,-3.57,1.55,-2.02,-0.06,18,22018,502.0
Cole Aldrich,MIN,-3.29,1.26,-2.03,-0.02,18,22018,486.0
Marcus Paige,CHA,-3.17,1.14,-2.04,-0.01,18,22018,953.0
Quincy Pondexter,CHI,-3.03,0.99,-2.04,-0.07,18,22018,695.0
Jaylen Morris,ATL,-2.09,0.04,-2.06,-0.04,18,22018,867.0
George Hill,SAC/CLE,-1.0,-1.06,-2.06,-0.71,18,22018,102.0
Mike Scott,WSH,-0.8,-1.27,-2.07,-0.55,18,22018,535.0
Joe Young,IND,-1.61,-0.48,-2.08,-0.22,18,22018,1177.0
Jonas Valanciunas,TOR,0.14,-2.23,-2.09,-0.77,18,22018,181.0
Wesley Johnson,LAC,-1.55,-0.54,-2.09,-0.64,18,22018,421.0
Wes Iwundu,ORL,-2.79,0.7,-2.09,-0.42,18,22018,731.0
Torrey Craig,DEN,-1.4,-0.71,-2.11,-0.27,18,22018,468.0
Georges Niang,UTAH,-2.7,0.59,-2.11,-0.01,18,22018,385.0
Daniel Hamilton,OKC,-3.01,0.9,-2.11,-0.01,18,22018,830.0
Malik Monk,CHA,0.68,-2.79,-2.11,-0.35,18,22018,284.0
Robin Lopez,CHI,-1.89,-0.22,-2.12,-0.77,18,22018,68.0
Dwayne Bacon,CHA,-2.78,0.66,-2.12,-0.31,18,22018,849.0
Nigel Hayes,LAL/TOR/SAC,-3.69,1.56,-2.13,-0.04,18,22018,871.0
Damian Jones,GS,-4.02,1.88,-2.14,-0.04,18,22018,785.0
Michael Beasley,NY,-1.13,-1.01,-2.14,-0.76,18,22018,521.0
John Henson,MIL,-1.23,-0.95,-2.18,-0.95,18,22018,466.0
Jordan Mickey,MIA,-3.56,1.38,-2.18,-0.11,18,22018,835.0
Dennis Schroder,ATL,0.48,-2.67,-2.19,-1.04,18,22018,261.0
Alex Caruso,LAL,-2.37,0.16,-2.21,-0.28,18,22018,210.0
Marquis Teague,MEM,-2.64,0.4,-2.23,-0.04,18,22018,1134.0
Alec Burks,UTAH,-1.84,-0.4,-2.24,-0.51,18,22018,115.0
Josh Jackson,PHX,-0.17,-2.08,-2.25,-1.04,18,22018,422.0
Charles Cooke,NO,-3.23,0.97,-2.26,-0.02,18,22018,1040.0
Tony Bradley,UTAH,-3.54,1.26,-2.28,-0.01,18,22018,456.0
T.J. McConnell,PHI,-1.8,-0.52,-2.32,-0.97,18,22018,203.0
Nerlens Noel,DAL,-3.49,1.16,-2.33,-0.26,18,22018,401.0
Al Jefferson,IND,-2.02,-0.31,-2.33,-0.27,18,22018,166.0
Alan Williams,PHX,-2.32,-0.05,-2.37,-0.04,18,22018,449.0
Kay Felder,CHI/DET,-1.29,-1.12,-2.41,-0.09,18,22018,1192.0
T.J. Warren,PHX,-1.14,-1.28,-2.42,-1.49,18,22018,239.0
Derrick Jones Jr.,PHX/MIA,-3.29,0.87,-2.42,-0.15,18,22018,307.0
Jonathon Simmons,ORL,-1.37,-1.05,-2.43,-1.34,18,22018,624.0
Monte Morris,DEN,-3.3,0.86,-2.44,-0.02,18,22018,150.0
Ramon Sessions,NY/WSH,-2.21,-0.29,-2.49,-0.25,18,22018,562.0
Michael Carter-Williams,CHA,-3.33,0.79,-2.54,-0.57,18,22018,292.0
Greg Monroe,MIL/PHX/BOS,-0.49,-2.05,-2.54,-0.6,18,22018,187.0
Taurean Prince,ATL,0.08,-2.63,-2.55,-1.88,18,22018,538.0
Jonathan Isaac,ORL,-3.59,1.04,-2.56,-0.41,18,22018,274.0
Noah Vonleh,POR/CHI,-3.33,0.75,-2.58,-0.65,18,22018,392.0
Vander Blue,LAL,-3.5,0.92,-2.58,-0.03,18,22018,1046.0
Marcus Morris Sr.,BOS,-2.25,-0.33,-2.58,-1.02,18,22018,334.0
Alex Poythress,IND,-4.05,1.45,-2.6,-0.07,18,22018,1216.0
Nick Collison,OKC,-2.76,0.16,-2.6,-0.05,18,22018,366.0
De'Aaron Fox,SAC,-0.28,-2.34,-2.62,-1.59,18,22018,128.0
Kyle Singler,OKC,-3.35,0.73,-2.62,-0.04,18,22018,356.0
Jarell Martin,MEM,-3.1,0.47,-2.63,-1.23,18,22018,954.0
Ian Mahinmi,WSH,-1.87,-0.77,-2.63,-0.9,18,22018,328.0
C.J. Williams,LAC,-2.13,-0.56,-2.69,-0.6,18,22018,606.0
David Nwaba,CHI,-1.0,-1.69,-2.69,-1.39,18,22018,419.0
Cheick Diallo,NO,-0.37,-2.33,-2.7,-0.52,18,22018,684.0
Rondae Hollis-Jefferson,BKN,-0.56,-2.15,-2.71,-1.66,18,22018,300.0
Kyle Collinsworth,DAL,-3.03,0.31,-2.72,-0.37,18,22018,707.0
Jamal Crawford,MIN,0.01,-2.75,-2.74,-1.36,18,22018,322.0
Markel Brown,HOU,-3.22,0.48,-2.74,-0.02,18,22018,683.0
Tim Quarterman,HOU,-3.51,0.75,-2.76,-0.01,18,22018,875.0
Dragan Bender,PHX,-1.93,-0.89,-2.82,-2.03,18,22018,982.0
Josh Gray,PHX,-2.72,-0.11,-2.83,-0.08,18,22018,1133.0
Dwight Buycks,DET,-3.23,0.38,-2.85,-0.39,18,22018,839.0
Dante Cunningham,NO/BKN,-1.71,-1.18,-2.89,-1.56,18,22018,509.0
Jason Smith,WSH,-2.14,-0.77,-2.91,-0.27,18,22018,696.0
Ike Anigbogu,IND,-4.02,1.07,-2.95,-0.02,18,22018,1154.0
Joe Johnson,UTAH/HOU,-3.16,0.2,-2.96,-1.15,18,22018,281.0
Marquese Chriss,PHX,-0.62,-2.34,-2.96,-1.61,18,22018,499.0
JR Smith,CLE,-1.2,-1.77,-2.97,-2.32,18,22018,216.0
Tony Parker,SA,-2.02,-1.0,-3.02,-1.16,18,22018,367.0
Tyler Ulis,PHX,-1.39,-1.63,-3.02,-1.78,18,22018,840.0
Caleb Swanigan,POR,-3.3,0.27,-3.04,-0.18,18,22018,1119.0
Zach Collins,POR,-3.36,0.25,-3.11,-1.04,18,22018,703.0
Arron Afflalo,ORL,-2.97,-0.19,-3.16,-0.76,18,22018,523.0
Zhou Qi,HOU,-2.92,-0.26,-3.18,-0.14,18,22018,989.0
Lance Thomas,NY,-3.12,-0.1,-3.22,-1.66,18,22018,527.0
Darrell Arthur,DEN,-3.07,-0.18,-3.25,-0.17,18,22018,427.0
DeAndre Liggins,MIL/NO,-3.73,0.46,-3.27,-0.88,18,22018,712.0
Elfrid Payton,ORL/PHX,0.88,-4.16,-3.28,-2.35,18,22018,222.0
Jarrett Allen,BKN,-2.58,-0.74,-3.32,-1.77,18,22018,97.0
Zach Randolph,SAC,-0.7,-2.65,-3.34,-1.91,18,22018,94.0
Marshall Plumlee,MIL,-4.61,1.23,-3.38,-0.04,18,22018,1162.0
Andrew Bogut,LAL,-3.22,-0.18,-3.4,-0.31,18,22018,161.0
T.J. Leaf,IND,-2.78,-0.68,-3.46,-0.57,18,22018,944.0
Iman Shumpert,CLE,-2.96,-0.5,-3.47,-0.38,18,22018,280.0
Udonis Haslem,MIA,-5.51,1.97,-3.54,-0.06,18,22018,891.0
Isaiah Hicks,NY,-3.36,-0.2,-3.56,-0.3,18,22018,935.0
Timofey Mozgov,BKN,-3.05,-0.52,-3.57,-0.52,18,22018,234.0
Georgios Papagiannis,SAC/POR,-3.22,-0.37,-3.59,-0.18,18,22018,1262.0
Tarik Black,HOU,-3.22,-0.4,-3.62,-0.73,18,22018,405.0
P.J. Tucker,HOU,-3.71,0.05,-3.66,-3.27,18,22018,240.0
Emmanuel Mudiay,DEN/NY,-0.85,-2.88,-3.73,-1.93,18,22018,995.0
Jarrett Jack,NY,-1.06,-2.67,-3.74,-2.47,18,22018,645.0
Dennis Smith Jr.,DAL,-0.78,-2.97,-3.75,-3.18,18,22018,512.0
Tristan Thompson,CLE,-1.76,-2.04,-3.8,-1.6,18,22018,92.0
Nate Wolters,UTAH,-4.65,0.85,-3.8,-0.02,18,22018,373.0
Semi Ojeleye,BOS,-3.76,-0.08,-3.83,-1.74,18,22018,619.0
DeAndre' Bembry,ATL,-3.28,-0.62,-3.9,-0.71,18,22018,492.0
D.J. Wilson,MIL,-3.82,-0.08,-3.9,-0.1,18,22018,576.0
Jahlil Okafor,PHI/BKN,-3.32,-0.58,-3.9,-0.55,18,22018,858.0
Ivan Rabb,MEM,-2.16,-1.76,-3.92,-0.83,18,22018,1083.0
Gorgui Dieng,MIN,-1.97,-1.97,-3.94,-2.29,18,22018,200.0
Xavier Munford,MIL,-4.77,0.81,-3.97,-0.03,18,22018,701.0
Skal Labissiere,SAC,-1.93,-2.05,-3.98,-2.11,18,22018,692.0
Joel Bolomboy,MIL,-6.04,2.06,-3.99,-0.03,18,22018,831.0
Cristiano Felicio,CHI,-2.83,-1.2,-4.03,-1.7,18,22018,513.0
Darrun Hilliard,SA,-4.94,0.9,-4.04,-0.12,18,22018,1085.0
Thon Maker,MIL,-3.35,-0.8,-4.14,-2.15,18,22018,757.0
Evan Turner,POR,-2.98,-1.17,-4.14,-3.77,18,22018,411.0
Antonius Cleveland,DAL/ATL,-4.24,0.05,-4.19,-0.24,18,22018,1174.0
Patrick McCaw,GS,-3.18,-1.05,-4.23,-1.77,18,22018,1092.0
Miles Plumlee,ATL,-2.96,-1.32,-4.28,-1.91,18,22018,580.0
Kelly Oubre Jr.,WSH,-1.73,-2.55,-4.28,-4.26,18,22018,359.0
Kadeem Allen,BOS,-4.99,0.5,-4.49,-0.16,18,22018,607.0
Kobi Simmons,MEM,-2.04,-2.52,-4.56,-1.29,18,22018,960.0
Demetrius Jackson,HOU/PHI,-4.42,-0.18,-4.6,-0.14,18,22018,894.0
Abdel Nader,BOS,-2.76,-1.85,-4.61,-1.04,18,22018,706.0
Xavier Rathan-Mayes,MEM,-4.37,-0.31,-4.68,-0.19,18,22018,1255.0
Paul Zipser,CHI,-3.52,-1.27,-4.79,-1.88,18,22018,1159.0
Omer Asik,NO/CHI,-6.32,1.47,-4.85,-0.35,18,22018,333.0
Danuel House Jr.,PHX,-4.89,-0.49,-5.38,-0.9,18,22018,379.0
Juancho Hernangomez,DEN,-5.06,-0.33,-5.38,-0.7,18,22018,473.0
Briante Weber,HOU/MEM,-4.23,-1.31,-5.54,-0.64,18,22018,1188.0
Bismack Biyombo,ORL,-3.96,-1.87,-5.83,-4.43,18,22018,414.0
Mike James,PHX/NO,-3.14,-2.91,-6.05,-2.06,18,22018,560.0
London Perrantes,CLE,-13.15,3.22,-9.93,-0.15,18,22018,1230.0
Stephen Curry,GS,9.25,-1.29,7.96,19.03,17,22017,1.0
LeBron James,CLE,6.96,0.63,7.59,18.31,17,22017,10.0
Chris Paul,LAC,4.88,2.5,7.38,12.5,17,22017,4.0
Kyle Lowry,TOR,4.84,1.23,6.07,12.19,17,22017,20.0
Rudy Gobert,UTAH,-0.31,5.74,5.43,13.39,17,22017,16.0
Jimmy Butler,CHI,2.21,2.69,4.9,13.11,17,22017,11.0
Nikola Jokic,DEN,5.21,-0.43,4.78,9.68,17,22017,2.0
Kevin Durant,GS,5.22,-0.5,4.73,9.85,17,22017,7.0
James Harden,HOU,7.89,-3.26,4.62,13.85,17,22017,3.0
Bradley Beal,WSH,4.37,0.18,4.55,12.15,17,22017,27.0
Malik Beasley,DEN,3.21,1.23,4.44,0.77,17,22017,420.0
Jared Dudley,PHX,1.53,2.73,4.26,6.1,17,22017,162.0
Patrick Patterson,TOR,0.68,3.51,4.19,6.66,17,22017,193.0
Klay Thompson,GS,3.61,0.37,3.98,11.01,17,22017,31.0
Russell Westbrook,OKC,7.89,-4.08,3.81,11.49,17,22017,12.0
Robert Covington,PHI,-0.72,4.32,3.6,8.32,17,22017,37.0
Nikola Mirotic,CHI,1.7,1.88,3.58,6.35,17,22017,132.0
Mike Conley,MEM,2.48,1.06,3.55,8.33,17,22017,23.0
Kevin Love,CLE,2.66,0.87,3.53,7.09,17,22017,13.0
Jrue Holiday,NO,1.66,1.84,3.51,8.39,17,22017,24.0
Jae Crowder,BOS,1.56,1.94,3.49,8.86,17,22017,116.0
