NAME,TEAM,ORPM,DRPM,RPM,WINS,Season,SEASON_ID,PLAYER_ID
Bismack Biyombo,CHA,-2.68,0.86,-1.83,0.22,21,22021,414.0
Kevin Knox II,NY,-0.18,-1.65,-1.83,0.1,21,22021,1322.0
Andre Iguodala,MIA,-1.38,-0.46,-1.84,0.22,21,22021,86.0
Moses Brown,OKC,-2.18,0.33,-1.85,0.11,21,22021,767.0
Tony Bradley,PHI/OKC,-0.25,-1.61,-1.86,0.09,21,22021,456.0
Jaylen Nowell,MIN,0.49,-2.35,-1.86,0.11,21,22021,532.0
Derrick Rose,DET/NY,-0.07,-1.8,-1.87,0.16,21,22021,228.0
Alen Smailagic,GS,-1.27,-0.61,-1.88,0.01,21,22021,893.0
James Johnson,DAL/NO,-0.35,-1.55,-1.89,0.11,21,22021,129.0
Quinn Cook,LAL/CLE,-0.7,-1.19,-1.9,0.01,21,22021,1125.0
Talen Horton-Tucker,LAL,-0.06,-1.85,-1.9,0.13,21,22021,462.0
DeMarcus Cousins,HOU/LAC,0.15,-2.05,-1.91,0.06,21,22021,36.0
Nathan Knight,ATL,-0.56,-1.35,-1.91,0.02,21,22021,670.0
Hamidou Diallo,OKC/DET,-0.65,-1.26,-1.91,0.1,21,22021,428.0
Meyers Leonard,MIA,-0.87,-1.04,-1.92,0.0,21,22021,453.0
Gabe Vincent,MIA,-0.38,-1.53,-1.92,0.05,21,22021,391.0
Damian Jones,PHX/LAL/SAC,-0.95,-0.98,-1.93,0.03,21,22021,785.0
Deividas Sirvydis,DET,-0.99,-0.95,-1.94,0.01,21,22021,951.0
Zeke Nnaji,DEN,-0.61,-1.33,-1.95,0.02,21,22021,869.0
Austin Rivers,NY/DEN,-0.43,-1.52,-1.95,0.03,21,22021,452.0
Matthew Dellavedova,CLE,-0.28,-1.68,-1.96,0.01,21,22021,253.0
JaKarr Sampson,IND,-0.88,-1.1,-1.98,0.0,21,22021,618.0
Terance Mann,LAC,-0.57,-1.42,-1.99,-0.01,21,22021,265.0
Mitchell Robinson,NY,-2.59,0.6,-2.0,-0.01,21,22021,159.0
Nico Mannion,GS,-0.09,-1.91,-2.0,0.0,21,22021,1238.0
Luka Samanic,SA,-0.41,-1.59,-2.0,-0.01,21,22021,829.0
Caleb Martin,CHA,-0.31,-1.72,-2.02,-0.03,21,22021,275.0
Dwight Howard,PHI,-0.41,-1.62,-2.03,-0.05,21,22021,135.0
Precious Achiuwa,MIA,-0.86,-1.16,-2.03,-0.03,21,22021,399.0
Andre Roberson,BKN,-1.34,-0.69,-2.03,0.0,21,22021,130.0
Cristiano Felicio,CHI,-1.6,-0.44,-2.03,0.0,21,22021,513.0
Isaiah Hartenstein,DEN/CLE,-0.61,-1.43,-2.04,-0.03,21,22021,310.0
T.J. McConnell,IND,0.84,-2.89,-2.04,-0.11,21,22021,203.0
Drew Eubanks,SA,-0.75,-1.31,-2.06,-0.06,21,22021,583.0
Devin Vassell,SA,-0.18,-1.9,-2.08,-0.11,21,22021,438.0
Semi Ojeleye,BOS,-1.11,-0.98,-2.09,-0.1,21,22021,619.0
Cody Martin,CHA,-1.13,-0.97,-2.1,-0.1,21,22021,269.0
Tony Snell,ATL,-1.4,-0.7,-2.11,-0.11,21,22021,396.0
Sean McDermott,MEM,-1.17,-0.94,-2.11,-0.02,21,22021,1219.0
Jarrett Culver,MIN,-1.11,-1.0,-2.11,-0.07,21,22021,948.0
Jabari Parker,SAC/BOS,-0.77,-1.35,-2.12,-0.02,21,22021,495.0
Frank Ntilikina,NY,-0.79,-1.34,-2.13,-0.05,21,22021,465.0
Aron Baynes,TOR,-2.34,0.21,-2.13,-0.13,21,22021,332.0
Patrick Williams,CHI,-2.96,0.81,-2.14,-0.29,21,22021,877.0
Rayjon Tucker,PHI,-0.64,-1.51,-2.15,-0.01,21,22021,815.0
Nate Hinton,DAL,-0.47,-1.68,-2.15,-0.02,21,22021,990.0
T.J. Warren,IND,-0.77,-1.39,-2.16,-0.02,21,22021,239.0
Freddie Gillespie,TOR,-1.59,-0.58,-2.17,-0.07,21,22021,807.0
Brandon Goodwin,ATL,-0.79,-1.38,-2.17,-0.12,21,22021,772.0
Axel Toupane,MIL,-1.53,-0.65,-2.18,-0.01,21,22021,825.0
Theo Pinson,NY,-1.11,-1.08,-2.19,-0.01,21,22021,822.0
Devon Dotson,CHI,-1.48,-0.71,-2.19,-0.01,21,22021,716.0
Tristan Thompson,BOS,-2.38,0.19,-2.19,-0.25,21,22021,92.0
Kevin Porter Jr.,HOU,1.09,-3.29,-2.19,-0.17,21,22021,360.0
Dylan Windler,CLE,-0.2,-2.0,-2.2,-0.12,21,22021,672.0
Jalen Smith,PHX,-1.38,-0.82,-2.2,-0.03,21,22021,605.0
Sindarius Thornwell,NO/ORL,-1.51,-0.69,-2.2,-0.05,21,22021,525.0
Ray Spalding,HOU,-0.88,-1.34,-2.22,-0.01,21,22021,1121.0
Jeff Teague,BOS/MIL,-0.47,-1.75,-2.22,-0.25,21,22021,111.0
Javonte Green,BOS/CHI,-0.83,-1.39,-2.22,-0.12,21,22021,306.0
Jahlil Okafor,DET,-0.99,-1.23,-2.23,-0.09,21,22021,858.0
Al-Farouq Aminu,ORL/CHI,-2.83,0.59,-2.23,-0.09,21,22021,190.0
Cory Joseph,SAC/DET,-0.52,-1.72,-2.23,-0.38,21,22021,207.0
Keita Bates-Diop,SA,-0.99,-1.24,-2.24,-0.07,21,22021,644.0
Chimezie Metu,SAC,-0.2,-2.05,-2.25,-0.13,21,22021,1122.0
Aaron Nesmith,BOS,-0.05,-2.21,-2.25,-0.2,21,22021,792.0
Adam Mokoka,CHI,-0.77,-1.48,-2.26,-0.02,21,22021,758.0
Lou Williams,LAC/ATL,0.43,-2.69,-2.26,-0.44,21,22021,81.0
Jordan Bone,ORL,-1.0,-1.27,-2.27,-0.08,21,22021,1221.0
Devontae Cacok,LAL,-0.98,-1.3,-2.28,-0.04,21,22021,673.0
Justise Winslow,MEM,-0.86,-1.44,-2.3,-0.17,21,22021,368.0
Tyler Cook,DET/BKN,-0.99,-1.31,-2.3,-0.14,21,22021,1068.0
Avery Bradley,MIA/HOU,-0.58,-1.71,-2.3,-0.2,21,22021,226.0
James Wiseman,GS,-1.22,-1.08,-2.3,-0.25,21,22021,1321.0
Theo Maledon,OKC,-1.72,-0.59,-2.31,-0.55,21,22021,1285.0
Wenyen Gabriel,NO,-0.71,-1.6,-2.31,-0.08,21,22021,675.0
Jordan McLaughlin,MIN,-0.1,-2.22,-2.32,-0.37,21,22021,477.0
Mike Scott,PHI,-1.75,-0.59,-2.34,-0.3,21,22021,535.0
Grant Riller,CHA,-1.12,-1.23,-2.35,-0.01,21,22021,952.0
Lonnie Walker IV,SA,-0.95,-1.41,-2.36,-0.53,21,22021,1172.0
Hassan Whiteside,SAC,-0.65,-1.73,-2.38,-0.23,21,22021,117.0
Bruno Caboclo,HOU,-1.04,-1.33,-2.38,-0.02,21,22021,627.0
Tyrell Terry,DAL,-1.59,-0.79,-2.38,-0.03,21,22021,826.0
Reggie Perry,BKN,-0.92,-1.47,-2.39,-0.1,21,22021,1259.0
Nicolo Melli,NO/DAL,-1.52,-0.93,-2.45,-0.27,21,22021,736.0
Dante Exum,CLE,-1.09,-1.37,-2.45,-0.06,21,22021,601.0
DeAndre' Bembry,TOR,-0.79,-1.68,-2.47,-0.46,21,22021,492.0
Jay Scrubb,LAC,-0.47,-2.01,-2.47,-0.02,21,22021,1108.0
Derrick Favors,UTAH,0.14,-2.61,-2.48,-0.64,21,22021,96.0
Maurice Harkless,MIA/SAC,-1.49,-1.0,-2.49,-0.39,21,22021,278.0
Chris Silva,MIA/SAC,-1.36,-1.14,-2.49,-0.06,21,22021,930.0
Nate Darling,CHA,-1.01,-1.48,-2.49,-0.01,21,22021,1148.0
Cole Anthony,ORL,-1.84,-0.65,-2.5,-0.59,21,22021,620.0
Marques Bolden,CLE,-1.55,-0.95,-2.5,-0.02,21,22021,890.0
Ignas Brazdeikis,NY/PHI/ORL,-1.33,-1.17,-2.5,-0.11,21,22021,929.0
Torrey Craig,MIL/PHX,-0.33,-2.17,-2.5,-0.43,21,22021,468.0
Onyeka Okongwu,ATL,-0.63,-1.94,-2.57,-0.39,21,22021,393.0
Rondae Hollis-Jefferson,POR,-1.11,-1.47,-2.58,-0.07,21,22021,300.0
Nassir Little,POR,-0.72,-1.87,-2.58,-0.37,21,22021,403.0
Jalen McDaniels,CHA,-1.21,-1.4,-2.6,-0.57,21,22021,556.0
Rodions Kurucs,BKN/HOU/MIL,-0.75,-1.86,-2.61,-0.09,21,22021,764.0
Patrick McCaw,TOR,-1.25,-1.36,-2.62,-0.03,21,22021,1092.0
Brodric Thomas,HOU/CLE,-0.58,-2.04,-2.62,-0.25,21,22021,741.0
Quinndary Weatherspoon,SA,-0.69,-1.94,-2.63,-0.06,21,22021,1059.0
Ty-Shon Alexander,PHX,-1.16,-1.47,-2.63,-0.03,21,22021,1082.0
Glenn Robinson III,SAC,-0.99,-1.67,-2.66,-0.26,21,22021,567.0
Michael Carter-Williams,ORL,-3.26,0.6,-2.66,-0.5,21,22021,292.0
Isaiah Roby,OKC,-1.86,-0.83,-2.69,-0.98,21,22021,759.0
Anderson Varejao,CLE,-1.48,-1.22,-2.7,-0.03,21,22021,108.0
Justin Patton,HOU,-1.24,-1.48,-2.71,-0.2,21,22021,940.0
Norvel Pelle,BKN/SAC/NY,-1.59,-1.14,-2.73,-0.08,21,22021,882.0
JaVale McGee,CLE/DEN,-0.8,-1.94,-2.74,-0.57,21,22021,336.0
Jordan Bell,WSH/GS,-1.61,-1.16,-2.77,-0.09,21,22021,432.0
DaQuan Jeffries,SAC/HOU,-0.77,-2.0,-2.78,-0.43,21,22021,661.0
Terrance Ferguson,PHI,-1.62,-1.16,-2.78,-0.06,21,22021,1178.0
Jaylen Adams,MIL,-1.69,-1.11,-2.79,-0.02,21,22021,983.0
Stanley Johnson,TOR,-1.43,-1.37,-2.8,-0.87,21,22021,511.0
Troy Brown Jr.,WSH/CHI,-0.88,-1.92,-2.8,-0.48,21,22021,526.0
Jerome Robinson,WSH,-1.16,-1.66,-2.82,-0.28,21,22021,923.0
Cam Reddish,ATL,-0.98,-1.85,-2.83,-0.63,21,22021,1021.0
Kira Lewis Jr.,NO,-0.45,-2.39,-2.84,-0.83,21,22021,714.0
Vlatko Cancar,DEN,-0.99,-1.85,-2.84,-0.27,21,22021,918.0
D.J. Wilson,MIL/HOU,-0.43,-2.42,-2.85,-0.45,21,22021,576.0
Sekou Doumbouya,DET,-1.27,-1.6,-2.86,-0.83,21,22021,774.0
Tacko Fall,BOS,-1.74,-1.14,-2.87,-0.1,21,22021,655.0
Solomon Hill,ATL,-1.04,-1.84,-2.88,-1.51,21,22021,374.0
Isaac Bonga,WSH,-1.88,-1.04,-2.91,-0.42,21,22021,400.0
Tyler Bey,DAL,-1.89,-1.03,-2.92,-0.07,21,22021,1243.0
Danuel House Jr.,HOU,-1.29,-1.65,-2.94,-0.88,21,22021,379.0
Chandler Hutchison,CHI/WSH,-1.4,-1.55,-2.95,-0.37,21,22021,746.0
Thanasis Antetokounmpo,MIL,-0.95,-2.0,-2.95,-0.62,21,22021,671.0
Grant Williams,BOS,-1.33,-1.63,-2.95,-1.22,21,22021,463.0
Juwan Morgan,UTAH,-1.49,-1.48,-2.96,-0.16,21,22021,797.0
Iman Shumpert,BKN,-2.88,-0.12,-3.0,0.0,21,22021,280.0
Frank Mason III,ORL,-0.83,-2.19,-3.01,-0.07,21,22021,676.0
Jared Dudley,LAL,-2.1,-0.93,-3.03,-0.08,21,22021,162.0
Vernon Carey Jr.,CHA,-1.4,-1.65,-3.05,-0.13,21,22021,1022.0
Ed Davis,MIN,-2.72,-0.34,-3.05,-0.33,21,22021,209.0
Markelle Fultz,ORL,-1.33,-1.73,-3.06,-0.22,21,22021,585.0
Brad Wanamaker,GS/CHA,-0.88,-2.18,-3.06,-1.28,21,22021,534.0
Tim Frazier,MEM,-1.77,-1.3,-3.07,-0.07,21,22021,569.0
Gary Clark,ORL/DEN/PHI,-1.87,-1.22,-3.09,-0.76,21,22021,734.0
Amida Brimah,IND,-1.83,-1.27,-3.09,-0.03,21,22021,973.0
Daniel Oturu,LAC,-1.94,-1.17,-3.1,-0.14,21,22021,1099.0
E'Twaun Moore,PHX,-1.06,-2.05,-3.11,-0.44,21,22021,426.0
Nick Richards,CHA,-1.68,-1.45,-3.12,-0.08,21,22021,1190.0
Kenyon Martin Jr.,HOU,-0.55,-2.58,-3.13,-1.31,21,22021,1182.0
Anthony Tolliver,PHI,-1.88,-1.26,-3.14,-0.1,21,22021,250.0
T.J. Leaf,POR,-1.68,-1.51,-3.19,-0.04,21,22021,944.0
Lamar Stevens,CLE,-1.27,-1.97,-3.23,-0.72,21,22021,887.0
Vincent Poirier,PHI,-1.77,-1.5,-3.27,-0.06,21,22021,1185.0
Charlie Brown Jr.,OKC,-1.39,-1.88,-3.27,-0.11,21,22021,787.0
Jontay Porter,MEM,-1.28,-2.0,-3.28,-0.07,21,22021,1120.0
Karim Mane,ORL,-2.21,-1.08,-3.29,-0.15,21,22021,1247.0
Josh Green,DAL,-1.88,-1.46,-3.34,-0.61,21,22021,491.0
Kostas Antetokounmpo,LAL,-1.82,-1.57,-3.39,-0.1,21,22021,897.0
Keljin Blevins,POR,-2.38,-1.01,-3.39,-0.1,21,22021,1237.0
Brian Bowen II,IND,-3.26,-0.13,-3.39,-0.01,21,22021,1006.0
Kris Dunn,ATL,-2.27,-1.16,-3.42,-0.08,21,22021,313.0
Saben Lee,DET,-1.44,-1.98,-3.43,-1.2,21,22021,762.0
Harry Giles III,POR,-2.04,-1.48,-3.51,-0.46,21,22021,1209.0
Greg Whittington,DEN,-3.45,-0.07,-3.52,-0.01,21,22021,1070.0
Trent Forrest,UTAH,-1.25,-2.28,-3.53,-0.56,21,22021,589.0
Bruno Fernando,ATL,-2.46,-1.08,-3.53,-0.38,21,22021,838.0
Aleksej Pokusevski,OKC,-1.55,-2.0,-3.54,-1.66,21,22021,1105.0
Udoka Azubuike,UTAH,-1.99,-1.56,-3.54,-0.09,21,22021,827.0
Jalen Lecque,IND,-3.47,-0.1,-3.57,-0.01,21,22021,911.0
Tre Jones,SA,-1.82,-1.76,-3.58,-0.43,21,22021,353.0
Tre Jones,SA,-1.82,-1.76,-3.58,-0.43,21,22021,353.0
KZ Okpala,MIA,-2.44,-1.24,-3.68,-0.71,21,22021,1045.0
Josh Hall,OKC,-2.33,-1.38,-3.72,-0.5,21,22021,1310.0
Shaquille Harrison,UTAH/DEN,-2.22,-1.53,-3.76,-0.62,21,22021,404.0
Killian Hayes,DET,-2.38,-1.56,-3.94,-1.21,21,22021,1305.0
Wes Iwundu,DAL/NO,-2.52,-1.44,-3.96,-1.14,21,22021,731.0
Chasson Randle,ORL,-1.43,-2.62,-4.05,-1.83,21,22021,663.0
R.J. Hampton,DEN/ORL,-0.88,-3.17,-4.06,-2.01,21,22021,1316.0
Jeremiah Martin,CLE,-2.05,-2.04,-4.09,-0.12,21,22021,638.0
P.J. Tucker,HOU/MIL,-3.4,-0.7,-4.11,-2.85,21,22021,240.0
Romeo Langford,BOS,-2.62,-1.72,-4.34,-0.61,21,22021,698.0
Noah Vonleh,BKN,-3.91,-0.47,-4.38,-0.01,21,22021,392.0
Rodney Hood,POR/TOR,-2.81,-1.74,-4.55,-2.34,21,22021,185.0
Malik Fitts,LAC,-2.43,-2.12,-4.55,-0.02,21,22021,1089.0
Giannis Antetokounmpo,MIL,7.22,3.09,10.3,18.03,20,22020,22.0
LeBron James,LAL,5.78,3.81,9.58,19.47,20,22020,10.0
James Harden,HOU,6.31,1.18,7.49,17.72,20,22020,3.0
Nikola Jokic,DEN,2.5,3.51,6.01,13.08,20,22020,2.0
Chris Paul,OKC,3.39,2.12,5.51,12.0,20,22020,4.0
Kyle Lowry,TOR,3.19,2.02,5.21,11.1,20,22020,20.0
Kawhi Leonard,LAC,3.37,1.73,5.1,9.63,20,22020,8.0
Stephen Curry,GS,5.93,-1.2,4.72,0.73,20,22020,1.0
Luka Doncic,DAL,4.88,-0.61,4.28,9.51,20,22020,34.0
Rudy Gobert,UTAH,-0.78,4.85,4.07,10.28,20,22020,16.0
Jayson Tatum,BOS,1.25,2.62,3.87,9.71,20,22020,15.0
Duncan Robinson,MIA,0.75,3.09,3.83,9.11,20,22020,124.0
Joel Embiid,PHI,1.81,2.0,3.81,6.41,20,22020,17.0
Russell Westbrook,HOU,4.33,-0.69,3.64,9.03,20,22020,12.0
Khris Middleton,MIL,3.08,0.55,3.63,8.03,20,22020,47.0
Christian Wood,DET,1.54,1.99,3.53,5.26,20,22020,186.0
Zion Williamson,NO,2.73,0.57,3.29,2.74,20,22020,125.0
Mychal Mulder,GS,-0.13,3.4,3.27,0.46,20,22020,739.0
Kristaps Porzingis,DAL,0.89,2.36,3.24,7.05,20,22020,104.0
Pascal Siakam,TOR,0.71,2.5,3.21,8.27,20,22020,72.0
Damian Lillard,POR,5.59,-2.45,3.14,9.34,20,22020,14.0
Jrue Holiday,NO,2.02,1.08,3.11,8.26,20,22020,24.0
Jimmy Butler,MIA,1.44,1.64,3.08,7.18,20,22020,11.0
Kyrie Irving,BKN,4.78,-1.73,3.05,2.54,20,22020,25.0
Daniel Theis,BOS,-1.42,4.45,3.03,5.76,20,22020,321.0
Joe Ingles,UTAH,0.04,2.82,2.86,7.59,20,22020,79.0
Shaquille Harrison,CHI,-0.16,2.99,2.83,1.73,20,22020,404.0
D.J. Augustin,ORL,0.08,2.75,2.83,5.0,20,22020,344.0
Brook Lopez,MIL,-0.81,3.6,2.8,6.7,20,22020,99.0
Bam Adebayo,MIA,-0.39,3.06,2.67,8.15,20,22020,119.0
Patrick Beverley,LAC,-0.35,3.01,2.67,4.66,20,22020,84.0
Devin Booker,PHX,4.3,-1.71,2.59,8.68,20,22020,49.0
Nikola Vucevic,ORL,0.58,2.0,2.57,6.74,20,22020,32.0
Tobias Harris,PHI,-0.49,3.02,2.53,8.16,20,22020,127.0
Anthony Davis,LAL,2.02,0.5,2.53,7.19,20,22020,9.0
Ricky Rubio,PHX,0.89,1.55,2.44,6.77,20,22020,55.0
Danilo Gallinari,OKC,2.18,0.24,2.42,5.88,20,22020,61.0
Dennis Schroder,OKC,2.07,0.3,2.37,6.48,20,22020,261.0
CJ McCollum,POR,1.18,1.18,2.36,8.1,20,22020,58.0
Montrezl Harrell,LAC,2.31,0.03,2.34,5.8,20,22020,106.0
Robert Covington,MIN/HOU,0.11,2.19,2.3,7.0,20,22020,37.0
Marcus Smart,BOS,0.76,1.53,2.29,6.14,20,22020,76.0
Ivica Zubac,LAC,-0.2,2.4,2.2,4.12,20,22020,182.0
Karl-Anthony Towns,MIN,5.8,-3.68,2.12,3.75,20,22020,30.0
Gordon Hayward,BOS,1.67,0.44,2.11,5.37,20,22020,57.0
Eric Bledsoe,MIL,3.06,-0.95,2.11,5.37,20,22020,41.0
Derrick Favors,NO,-0.25,2.33,2.08,3.91,20,22020,96.0
Marc Gasol,TOR,-1.34,3.42,2.08,3.58,20,22020,45.0
Donte DiVincenzo,MIL,1.88,0.19,2.08,4.79,20,22020,184.0
Norman Powell,TOR,1.42,0.62,2.04,4.56,20,22020,286.0
Chris Chiozza,WSH/BKN,0.79,1.18,1.97,1.23,20,22020,608.0
Fred VanVleet,TOR,0.68,1.25,1.92,5.66,20,22020,43.0
Devonte' Graham,CHA,0.9,1.0,1.9,5.94,20,22020,204.0
Wesley Matthews,MIL,-1.01,2.88,1.87,4.91,20,22020,64.0
Reggie Jackson,DET/LAC,0.69,1.14,1.82,2.06,20,22020,160.0
Kris Dunn,CHI,-1.19,3.01,1.82,3.61,20,22020,313.0
Davis Bertans,WSH,4.36,-2.55,1.81,4.69,20,22020,164.0
Paul George,LAC,3.07,-1.37,1.7,3.95,20,22020,6.0
Jarrett Allen,BKN,-0.75,2.39,1.64,5.07,20,22020,97.0
Lonzo Ball,NO,1.43,0.2,1.64,5.71,20,22020,249.0
Lou Williams,LAC,3.39,-1.77,1.63,5.19,20,22020,81.0
John Collins,ATL,1.09,0.51,1.6,3.75,20,22020,170.0
Patty Mills,SA,3.32,-1.73,1.59,4.07,20,22020,131.0
Paul Millsap,DEN,-1.4,2.94,1.54,3.13,20,22020,67.0
J.J. Barea,DAL,1.8,-0.28,1.52,1.17,20,22020,288.0
Bogdan Bogdanovic,SAC,0.49,1.01,1.51,4.53,20,22020,215.0
Tim Hardaway Jr.,DAL,0.83,0.65,1.48,5.47,20,22020,157.0
Hassan Whiteside,POR,-0.12,1.55,1.43,5.0,20,22020,117.0
Richaun Holmes,SAC,-1.56,2.98,1.42,3.09,20,22020,230.0
Will Barton,DEN,0.4,1.01,1.41,4.67,20,22020,169.0
Jaylen Brown,BOS,1.05,0.35,1.41,4.86,20,22020,107.0
Domantas Sabonis,IND,-0.19,1.57,1.38,5.31,20,22020,77.0
Alex Caruso,LAL,-0.33,1.7,1.38,2.97,20,22020,210.0
Doug McDermott,IND,1.29,0.08,1.37,3.47,20,22020,518.0
D'Angelo Russell,GS/MIN,3.62,-2.25,1.37,3.78,20,22020,113.0
George Hill,MIL,1.56,-0.2,1.37,3.26,20,22020,102.0
Goran Dragic,MIA,2.26,-0.89,1.37,4.15,20,22020,26.0
Enes Freedom,BOS,0.35,1.02,1.37,2.42,20,22020,591.0
Spencer Dinwiddie,BKN,3.14,-1.78,1.37,5.06,20,22020,121.0
Chris Clemons,HOU,2.56,-1.23,1.33,0.75,20,22020,1181.0
Jonas Valanciunas,MEM,-0.71,2.03,1.32,4.67,20,22020,181.0
Dorian Finney-Smith,DAL,-0.31,1.61,1.3,5.17,20,22020,201.0
Ben Simmons,PHI,2.14,-0.85,1.29,4.99,20,22020,50.0
Kemba Walker,BOS,2.46,-1.2,1.26,4.21,20,22020,21.0
Jaylen Nowell,MIN,0.55,0.67,1.22,0.39,20,22020,532.0
Terence Davis,TOR,2.58,-1.38,1.21,2.82,20,22020,365.0
Steven Adams,OKC,-0.23,1.43,1.2,3.95,20,22020,54.0
John Konchar,MEM,0.34,0.85,1.19,0.43,20,22020,378.0
Danny Green,LAL,0.03,1.14,1.17,4.01,20,22020,28.0
Isaac Bonga,WSH,-2.31,3.47,1.16,3.01,20,22020,400.0
Malcolm Brogdon,IND,-0.16,1.31,1.15,3.85,20,22020,134.0
Al Horford,PHI,0.01,1.11,1.11,4.69,20,22020,60.0
Luke Kennard,DET,0.68,0.42,1.1,2.02,20,22020,297.0
Damion Lee,GS,0.17,0.94,1.1,3.36,20,22020,409.0
Evan Fournier,ORL,0.8,0.27,1.07,4.72,20,22020,258.0
Dion Waiters,MIA/LAL,0.94,0.05,0.99,0.47,20,22020,283.0
Jalen Brunson,DAL,0.95,0.03,0.98,2.24,20,22020,139.0
Trae Young,ATL,7.14,-6.17,0.97,4.92,20,22020,38.0
Aaron Gordon,ORL,-1.05,2.02,0.97,4.42,20,22020,212.0
Derrick White,SA,0.45,0.51,0.95,3.79,20,22020,66.0
Mikal Bridges,PHX,-0.38,1.31,0.93,4.56,20,22020,63.0
Aaron Holiday,IND,-0.84,1.76,0.92,3.5,20,22020,289.0
Jamal Murray,DEN,-0.39,1.31,0.91,3.97,20,22020,146.0
Mike Muscala,OKC,0.02,0.88,0.89,1.23,20,22020,376.0
Chris Boucher,TOR,0.57,0.32,0.89,1.75,20,22020,296.0
Deandre Ayton,PHX,-0.37,1.21,0.84,2.66,20,22020,254.0
Bojan Bogdanovic,UTAH,1.83,-1.01,0.83,4.36,20,22020,257.0
Dillon Brooks,MEM,-0.77,1.57,0.8,4.56,20,22020,335.0
Royce O'Neale,UTAH,-1.06,1.85,0.79,4.24,20,22020,165.0
Thomas Bryant,WSH,0.26,0.53,0.79,2.49,20,22020,547.0
Jordan Clarkson,CLE/UTAH,1.41,-0.64,0.77,3.51,20,22020,152.0
Willie Cauley-Stein,GS/DAL,-2.14,2.85,0.71,2.23,20,22020,390.0
T.J. Warren,IND,-1.05,1.76,0.71,4.41,20,22020,239.0
Draymond Green,GS,-0.43,1.12,0.7,2.52,20,22020,5.0
Joe Harris,BKN,0.46,0.24,0.69,4.37,20,22020,148.0
Ryan Broekhoff,DAL,0.99,-0.33,0.66,0.37,20,22020,634.0
David Nwaba,BKN,-0.09,0.75,0.66,0.55,20,22020,419.0
Kyle Anderson,MEM,-1.52,2.17,0.65,2.74,20,22020,142.0
Nerlens Noel,OKC,-0.57,1.22,0.65,2.21,20,22020,401.0
Caleb Martin,CHA,-1.39,2.03,0.64,0.59,20,22020,275.0
Brandon Ingram,NO,1.83,-1.2,0.63,4.34,20,22020,236.0
Serge Ibaka,TOR,-0.64,1.27,0.62,2.88,20,22020,105.0
Victor Oladipo,IND,-0.19,0.81,0.62,1.05,20,22020,18.0
Eric Gordon,HOU,2.25,-1.65,0.61,2.11,20,22020,149.0
Shabazz Napier,MIN/WSH,0.54,0.05,0.6,2.7,20,22020,272.0
Trey Lyles,SA,-1.16,1.75,0.6,2.48,20,22020,380.0
Myles Turner,IND,-2.36,2.9,0.54,3.42,20,22020,158.0
Patrick Patterson,LAC,-0.43,0.94,0.51,1.51,20,22020,193.0
Naz Reid,MIN,-0.21,0.72,0.51,0.98,20,22020,487.0
Denzel Valentine,CHI,0.78,-0.28,0.49,0.9,20,22020,533.0
Josh Hart,NO,1.07,-0.58,0.49,3.41,20,22020,327.0
Matt Thomas,TOR,0.39,0.1,0.49,0.82,20,22020,557.0
Jonathan Isaac,ORL,-1.48,1.95,0.47,1.81,20,22020,274.0
Troy Daniels,LAL/DEN,-0.11,0.57,0.46,0.98,20,22020,467.0
Clint Capela,HOU,0.04,0.4,0.45,2.45,20,22020,56.0
Jakob Poeltl,SA,0.47,-0.04,0.43,2.2,20,22020,88.0
Wayne Ellington,NY,-0.46,0.84,0.39,0.97,20,22020,343.0
Shai Gilgeous-Alexander,OKC,0.16,0.22,0.38,4.33,20,22020,202.0
Tyus Jones,MEM,1.85,-1.5,0.35,2.3,20,22020,273.0
De'Anthony Melton,MEM,0.98,-0.66,0.31,2.14,20,22020,198.0
Bradley Beal,WSH,5.09,-4.79,0.3,3.69,20,22020,27.0
Boban Marjanovic,DAL,0.32,-0.05,0.27,0.72,20,22020,429.0
Caris LeVert,BKN,-0.18,0.45,0.26,2.32,20,22020,339.0
Malik Beasley,DEN/MIN,1.49,-1.25,0.24,2.1,20,22020,420.0
Seth Curry,DAL,1.51,-1.28,0.23,2.65,20,22020,208.0
Mason Plumlee,DEN,0.2,0.02,0.23,1.73,20,22020,338.0
Otto Porter Jr.,CHI,-0.31,0.52,0.21,0.56,20,22020,52.0
Nemanja Bjelica,SAC,-0.85,1.05,0.2,3.3,20,22020,218.0
Josh Jackson,MEM,1.44,-1.23,0.2,0.67,20,22020,422.0
Ja Morant,MEM,-0.21,0.4,0.2,3.55,20,22020,141.0
Furkan Korkmaz,PHI,0.51,-0.35,0.16,2.58,20,22020,361.0
Garrison Mathews,WSH,0.74,-0.58,0.16,0.38,20,22020,173.0
Gorgui Dieng,MIN/MEM,-1.83,1.97,0.14,1.81,20,22020,200.0
Avery Bradley,LAL,-1.12,1.26,0.14,1.94,20,22020,226.0
John Henson,CLE/DET,-1.25,1.38,0.13,0.96,20,22020,466.0
Mitchell Robinson,NY,0.19,-0.06,0.13,2.17,20,22020,159.0
Dwight Powell,DAL,-0.44,0.57,0.13,1.68,20,22020,163.0
Kevin Love,CLE,0.38,-0.28,0.1,2.8,20,22020,13.0
Trevor Ariza,SAC/POR,-0.61,0.71,0.1,2.37,20,22020,82.0
Garrett Temple,BKN,-0.48,0.56,0.07,2.78,20,22020,295.0
